Version	GMID-X v 1.2
Chemistry Kit	NetBio_Panels_IDX_v1.2
BinSet Name	NetBio_Bins_IDX_v1.2
Panel Name	NetBio_Panels_IDX_v1.2
Marker Name	AMEL
14	358.09	0.5	0.5	
15	362.08	0.5	0.5	
16	366.0	0.5	0.5	
17	369.93	0.5	0.5	
18	373.97	0.5	0.5	
19	377.97	0.5	0.5	virtual
Marker Name	TPOX
4	397.16	0.5	0.5	
5	401.15	0.5	0.5	
6	405.05	0.5	0.5	
7	409.07	0.5	0.4	
7.1	410.07	0.4	0.5	virtual
7.3	412.03	0.5	0.4	virtual
8	413.03	0.4	0.5	
9	416.93	0.5	0.5	
10	420.95	0.5	0.4	
10.1	421.95	0.4	0.5	virtual
10.3	423.82	0.5	0.4	virtual
11	424.82	0.4	0.5	
12	428.87	0.5	0.5	
13	432.86	0.5	0.5	
14	436.88	0.5	0.5	
15	440.93	0.5	0.5	
16	444.91	0.5	0.5	
Marker Name	DYS391
5	450.38	0.5	0.5	
6	454.33	0.5	0.5	
7	458.32	0.5	0.5	
8	462.26	0.5	0.5	
8.3	465.23	0.5	0.5	virtual
9	466.23	0.4	0.5	
10	470.14	0.5	0.5	
11	474.08	0.5	0.5	
12	478.13	0.5	0.5	
13	482.15	0.5	0.5	
14	486.13	0.5	0.5	
15	490.16	0.5	0.5	
16	494.25	0.5	0.5	
Marker Name	D8S1179
6	78.13	0.5	0.5	virtual
7	82.13	0.5	0.5	
8	86.36	0.5	0.5	
9	90.65	0.5	0.5	
10	94.87	0.5	0.5	
11	99.15	0.5	0.5	
12	103.43	0.5	0.5	
12.3	106.78	0.5	0.4	virtual
13	107.78	0.4	0.5	
13.2	110.07	0.5	0.4	virtual
13.3	111.07	0.4	0.4	virtual
14	112.07	0.4	0.4	
14.1	113.07	0.4	0.5	virtual
15	116.32	0.5	0.4	
15.1	117.32	0.4	0.5	virtual
15.3	119.6	0.5	0.4	virtual
16	120.6	0.4	0.5	
17	124.89	0.5	0.5	
18	128.93	0.5	0.5	
19	133.21	0.5	0.5	
20	137.21	0.5	0.5	virtual
Marker Name	D12S391
13	137.24	0.5	0.5	virtual
14	141.24	0.5	0.5	
15	145.3	0.5	0.5	
16	149.33	0.5	0.5	
17	153.31	0.5	0.4	
17.1	154.31	0.5	0.5	virtual
17.3	156.44	0.5	0.4	
18	157.36	0.5	0.4	
18.1	158.36	0.5	0.5	virtual
18.3	160.45	0.5	0.4	
19	161.36	0.5	0.4	
19.1	162.36	0.5	0.5	virtual
19.3	164.32	0.5	0.4	virtual
20	165.32	0.5	0.4	
20.1	166.32	0.5	0.5	virtual
20.3	168.34	0.5	0.4	virtual
21	169.34	0.5	0.5	
21.3	172.24	0.5	0.4	virtual
22	173.24	0.5	0.5	
22.3	176.11	0.5	0.4	virtual
23	177.11	0.5	0.5	
24	181.05	0.5	0.5	
24.3	184.05	0.5	0.4	virtual
25	185.05	0.5	0.5	
26	188.94	0.5	0.5	
27	192.9	0.5	0.5	
Marker Name	D19S433
5.2	199.83	0.5	0.5	
6	201.65	0.5	0.5	virtual
6.2	203.65	0.5	0.5	
7	205.4	0.5	0.5	virtual
8	209.2	0.5	0.5	
8.2	211.4	0.5	0.5	virtual
9	213.27	0.5	0.5	
9.2	215.27	0.5	0.5	virtual
10	217.14	0.5	0.5	
10.2	219.14	0.5	0.5	virtual
11	220.91	0.5	0.4	
11.1	221.91	0.4	0.4	virtual
11.2	222.91	0.4	0.5	virtual
12	224.75	0.5	0.4	
12.1	225.75	0.4	0.4	virtual
12.2	226.67	0.4	0.5	
13	228.6	0.5	0.4	
13.1	229.6	0.4	0.4	virtual
13.2	230.52	0.4	0.5	
14	232.44	0.5	0.4	
14.1	233.44	0.4	0.4	virtual
14.2	234.45	0.4	0.4	
14.3	235.28	0.4	0.4	virtual
15	236.28	0.4	0.5	
15.2	238.28	0.5	0.5	
16	240.2	0.5	0.4	
16.1	241.2	0.4	0.4	virtual
16.2	242.11	0.4	0.5	
17	244.02	0.5	0.5	
17.2	246.02	0.5	0.5	
18	247.93	0.5	0.5	
18.1	248.92	0.4	0.4	virtual
18.2	249.92	0.5	0.5	
19	251.92	0.5	0.5	virtual
19.2	253.92	0.5	0.5	virtual
Marker Name	SE33
4.2	282.05	0.5	0.5	
5	284.05	0.5	0.5	virtual
6	288.19	0.5	0.5	virtual
6.3	291.19	0.5	0.4	
7	292.2	0.4	0.5	virtual
8	296.2	0.5	0.5	
8.2	298.33	0.5	0.5	virtual
9	300.33	0.5	0.5	
9.2	302.48	0.5	0.5	virtual
10	304.4	0.5	0.5	
10.2	306.68	0.5	0.5	virtual
11	308.48	0.5	0.5	
11.2	310.68	0.5	0.5	virtual
12	312.68	0.5	0.5	
12.2	314.68	0.5	0.5	virtual
13	316.68	0.5	0.5	
13.2	318.79	0.5	0.5	virtual
14	320.79	0.5	0.5	
14.2	322.92	0.5	0.4	virtual
14.3	323.92	0.4	0.4	virtual
15	324.92	0.4	0.5	
15.2	327.05	0.5	0.4	virtual
15.3	328.05	0.4	0.4	virtual
16	329.05	0.4	0.5	
16.2	331.2	0.5	0.4	virtual
16.3	332.2	0.4	0.4	virtual
17	333.2	0.4	0.5	
17.2	335.2	0.5	0.5	virtual
18	337.28	0.5	0.5	
18.2	339.28	0.5	0.5	virtual
19	341.45	0.5	0.5	
19.2	343.55	0.5	0.4	virtual
19.3	344.55	0.4	0.4	virtual
20	345.55	0.4	0.5	
20.2	347.65	0.5	0.5	
21	349.66	0.5	0.4	
21.1	350.68	0.4	0.4	virtual
21.2	351.68	0.4	0.5	
22	353.79	0.5	0.5	
22.2	355.81	0.5	0.5	
23	357.81	0.5	0.5	virtual
23.2	359.96	0.5	0.5	
24	361.96	0.5	0.5	virtual
24.2	364.12	0.5	0.5	
25	366.12	0.5	0.5	virtual
25.2	368.22	0.5	0.5	
26	370.22	0.5	0.5	virtual
26.2	372.33	0.5	0.5	
27	374.33	0.5	0.5	virtual
27.2	376.47	0.5	0.5	
28	378.47	0.5	0.5	virtual
28.2	380.64	0.5	0.5	
29	382.64	0.5	0.5	virtual
29.2	384.74	0.5	0.5	
30	386.74	0.5	0.5	virtual
30.2	388.86	0.5	0.5	
31	391.0	0.5	0.5	virtual
31.2	393.0	0.5	0.5	
32	395.0	0.5	0.5	virtual
32.2	397.07	0.5	0.5	
33	399.24	0.5	0.5	virtual
33.2	401.24	0.5	0.5	
34	403.27	0.5	0.5	virtual
34.2	405.32	0.5	0.5	
35	407.37	0.5	0.5	
35.2	409.37	0.5	0.5	virtual
36	411.5	0.5	0.5	
36.2	413.5	0.5	0.5	virtual
37	415.57	0.5	0.5	
37.2	417.76	0.5	0.5	virtual
38	419.76	0.5	0.5	virtual
38.2	421.8	0.5	0.5	virtual
39	423.8	0.5	0.5	
39.2	425.8	0.5	0.5	virtual
Marker Name	D22S1045
6	80.92	0.4	0.5	virtual
7	84.92	0.5	0.5	
8	88.02	0.5	0.5	
9	91.08	0.5	0.5	
10	94.23	0.5	0.5	
11	97.34	0.5	0.5	
12	100.32	0.5	0.5	
13	103.43	0.5	0.5	
14	106.62	0.5	0.5	
15	109.67	0.5	0.5	
16	112.8	0.5	0.5	
17	115.9	0.5	0.5	
18	119.08	0.5	0.5	
19	122.1	0.5	0.5	
20	125.19	0.5	0.5	
Marker Name	FGA
12.2	146.76	0.5	0.5	virtual
13	148.76	0.5	0.5	virtual
14	152.76	0.5	0.5	
15	156.9	0.5	0.5	
16	161.09	0.5	0.4	
16.1	162.14	0.4	0.4	virtual
16.2	163.14	0.4	0.5	virtual
17	165.14	0.5	0.5	
17.2	167.25	0.5	0.5	virtual
18	169.25	0.5	0.5	
18.2	171.38	0.5	0.5	
19	173.33	0.5	0.4	
19.1	174.45	0.4	0.4	virtual
19.2	175.45	0.4	0.4	
19.3	176.46	0.4	0.4	virtual
20	177.46	0.4	0.4	
20.1	178.56	0.4	0.4	virtual
20.2	179.56	0.4	0.4	
20.3	180.57	0.4	0.4	virtual
21	181.57	0.4	0.4	
21.1	182.66	0.4	0.4	virtual
21.2	183.66	0.4	0.4	
21.3	184.66	0.4	0.4	virtual
22	185.66	0.4	0.4	
22.1	186.73	0.4	0.4	virtual
22.2	187.73	0.4	0.4	
22.3	188.72	0.4	0.4	virtual
23	189.72	0.4	0.4	
23.1	190.79	0.4	0.4	virtual
23.2	191.79	0.4	0.4	
23.3	192.8	0.4	0.4	virtual
24	193.85	0.4	0.4	
24.1	194.9	0.4	0.4	virtual
24.2	195.9	0.4	0.4	
24.3	196.95	0.4	0.4	virtual
25	197.95	0.4	0.4	
25.1	199.0	0.4	0.4	virtual
25.2	200.0	0.4	0.4	
25.3	201.04	0.4	0.4	virtual
26	202.04	0.4	0.4	
26.1	203.04	0.4	0.4	virtual
26.2	204.1	0.4	0.4	virtual
26.3	205.1	0.4	0.4	virtual
27	206.1	0.4	0.5	
27.2	208.16	0.5	0.4	virtual
27.3	209.16	0.4	0.4	virtual
28	210.16	0.4	0.5	
28.2	212.28	0.5	0.4	virtual
28.3	213.28	0.4	0.4	virtual
29	214.28	0.4	0.4	
29.1	215.28	0.4	0.4	virtual
29.2	216.31	0.4	0.5	virtual
30	218.31	0.5	0.5	
30.2	220.07	0.5	0.5	virtual
31	222.17	0.5	0.5	virtual
31.2	224.17	0.5	0.5	
32	226.26	0.5	0.5	virtual
32.2	228.26	0.5	0.5	
33.2	232.36	0.5	0.5	
34.2	236.36	0.5	0.5	virtual
41.2	265.39	0.5	0.5	virtual
42.2	269.5	0.5	0.5	
43.2	273.69	0.5	0.5	
44.2	277.75	0.5	0.5	
45.2	281.8	0.5	0.5	
46.2	285.93	0.5	0.5	
47.2	289.9	0.5	0.5	virtual
48.2	293.94	0.5	0.5	
49.2	298.06	0.5	0.5	virtual
50.2	302.12	0.5	0.5	
51.2	306.12	0.5	0.5	virtual
Marker Name	DYS576
10	309.97	0.5	0.5	virtual
11	313.97	0.5	0.5	
12	317.75	0.5	0.5	
13	321.45	0.5	0.5	
14	325.25	0.5	0.5	
15	328.97	0.5	0.5	
15.2	330.97	0.5	0.5	virtual
16	332.7	0.5	0.5	
16.3	335.44	0.5	0.4	virtual
17	336.44	0.4	0.5	
18	340.2	0.5	0.5	
18.2	341.87	0.5	0.5	virtual
19	343.87	0.5	0.5	
20	347.65	0.5	0.5	
21	351.34	0.5	0.5	
22	355.05	0.5	0.5	
23	358.77	0.5	0.5	
24	362.77	0.5	0.5	virtual
Marker Name	DYS570
9	391.83	0.5	0.5	virtual
10	395.83	0.5	0.5	
11	399.64	0.5	0.5	
12	403.36	0.5	0.5	
13	407.01	0.5	0.5	
13.2	408.78	0.5	0.5	virtual
14	410.78	0.5	0.5	
14.2	412.48	0.5	0.5	virtual
15	414.48	0.5	0.5	
16	418.2	0.5	0.5	
17	421.87	0.5	0.5	
17.2	423.47	0.5	0.4	virtual
17.3	424.47	0.4	0.4	virtual
18	425.47	0.5	0.5	
18.2	427.25	0.5	0.4	virtual
18.3	428.25	0.4	0.4	virtual
19	429.25	0.4	0.5	
19.3	432.05	0.5	0.4	virtual
20	433.05	0.4	0.5	
20.3	435.69	0.5	0.4	virtual
21	436.69	0.4	0.5	
22	440.35	0.5	0.5	
22.2	442.03	0.5	0.5	virtual
23	444.03	0.5	0.5	
24	447.74	0.5	0.5	
25	451.34	0.5	0.5	
26	455.34	0.5	0.5	virtual
